date,F107,Mag,Xbg,FI_max_smooth,FI_max_jitter
2002/8/25,178.6,13,1.10E-06,73.41350114416367,-54.41350114
2002/8/26,168.6,7,3.50E-06,68.7715920235361,-50.77159202
2002/8/27,161.4,8,7.40E-07,65.30666884602715,-56.30666885
2002/8/28,163.2,13,1.00E-06,59.45331807780233,-13.45331808
2002/8/29,169.3,15,2.30E-06,50.43926119646869,-18.4392612
2002/8/30,174.8,13,1.30E-06,40.15812356979346,109.84187643020654
2002/8/31,180.3,18,1.30E-06,30.003824779339205,-20.90382478
2002/9/1,180.5,13,1.70E-06,24.607289964040177,-17.90728996
2002/9/2,173.8,14,9.40E-07,17.647139588100426,-15.34713959
2002/9/3,171.4,15,1.30E-06,6.977214776070506,3.0227852239294943
2002/9/4,171.3,17,9.70E-07,20.936024844720187,-18.43602484
2002/9/5,175.2,13,6.40E-07,17.733671134357373,-9.133671134
2002/9/6,178.1,8,7.50E-07,13.904968944099174,-4.704968944
2002/9/7,182.8,10,9.40E-07,9.215593331153837,-3.815593331
2002/9/8,191.6,15,8.30E-07,7.352304674730195,7.647695325269805
2002/9/9,206,17,9.60E-07,4.762994442628239,16.23700555737176
2002/9/10,220.5,21,9.30E-07,12.213631905851406,16.786368094148592
2002/9/11,216.1,18,8.70E-07,12.865184700882452,9.134815299117548
2002/9/12,212.4,18,7.00E-07,13.077607061130898,-8.977607061
2002/9/13,206.1,16,7.50E-07,12.592710035959279,-9.792710036
2002/9/14,206.9,19,6.50E-07,12.197450147106718,-7.697450147
2002/9/15,187.8,14,7.70E-07,10.992906178489541,-0.992906178
2002/9/16,182.6,18,9.00E-07,9.767865315462426,3.2321346845375736
2002/9/17,194,16,6.70E-07,7.630304020921757,1.1696959790782433
2002/9/18,176.8,17,1.10E-06,6.254364171297718,-1.454364171
2002/9/19,165.3,17,6.40E-07,4.14452435436411,0.55547564563589
2002/9/20,164.4,22,8.20E-07,3.58813337692051,14.41186662307949
2002/9/21,158.6,16,7.60E-07,5.616116377901193,-2.616116378
2002/9/22,160,16,5.20E-07,7.242301405688027,-4.842301406
2002/9/23,153.8,17,9.70E-07,6.800359594638671,-5.200359595
2002/9/24,157.9,17,4.80E-07,5.454756456358206,-2.354756456
2002/9/25,153.4,19,6.00E-07,3.962111801242178,-1.762111801
2002/9/26,149.9,15,7.90E-07,6.216279830009716,-2.21627983
2002/9/27,151.6,21,6.20E-07,10.145145472376445,7.854854527623555
2002/9/28,148.6,15,1.30E-06,13.421379535795815,-10.02137954
2002/9/29,138.1,15,6.00E-07,15.863582870218792,10.136417129781208
2002/9/30,139.7,13,9.00E-07,17.557012095455775,3.442987904544225
2002/10/1,139.8,15,4.90E-07,19.773684210526024,-18.37368421
2002/10/2,135.8,11,6.00E-07,20.633246158875146,-15.13324616
2002/10/3,145.9,10,6.10E-07,19.737659365805527,1.262340634194473
2002/10/4,157.5,18,4.00E-06,19.640176528276925,20.359823471723075
2002/10/5,155.1,13,9.00E-07,18.810689767897728,40.18931023210227
2002/10/6,161.7,12,9.20E-07,17.602647924157964,6.397352075842036
2002/10/7,163.8,10,8.30E-07,16.152337365151773,-13.05233737
2002/10/8,165.4,14,6.50E-07,15.265576985942895,-13.46557699
2002/10/9,167.2,21,5.50E-07,12.729617522065846,-11.62961752
2002/10/10,171.9,24,7.60E-07,11.163255966001795,-8.663255966
2002/10/11,179.4,19,9.50E-07,10.426708074534009,-6.726708075
2002/10/12,180.4,19,3.00E-07,7.859496567505605,-5.259496568
2002/10/13,179.2,18,6.20E-07,5.395913697286615,16.604086302713384
2002/10/14,181.2,17,8.50E-07,3.850179797319329,1.9498202026806708
2002/10/15,176.8,13,7.20E-07,3.761915658711941,6.238084341288059
2002/10/16,182.5,13,9.20E-07,7.232723112128038,-0.132723112
2002/10/17,178.9,15,7.40E-07,9.041712978097284,-5.541712978
2002/10/18,172.6,17,9.00E-07,8.749493298463422,-4.649493298
2002/10/19,179.5,17,1.20E-06,8.842922523700427,-0.942922524
2002/10/20,180.3,18,3.10E-06,9.039588100686366,8.960411899313634
2002/10/21,182.5,13,8.00E-07,2.6651193200391887,3.934880679960811
2002/10/22,169.4,16,7.10E-07,5.9623079437723865,4.0376920562276135
2002/10/23,163.6,13,6.70E-07,8.712585812356851,-2.112585812
2002/10/24,160.3,15,4.80E-07,12.01186662307926,-4.611866623
2002/10/25,172.9,15,5.50E-07,14.53520758417762,0.4647924158223802
2002/10/26,158,9,5.40E-07,16.653546910754905,-13.85354691
2002/10/27,157.1,14,6.00E-07,18.364988558352135,-14.06498856
2002/10/28,158.3,15,6.90E-07,19.55923504413178,-2.559235044
2002/10/29,161.6,14,9.40E-07,19.830794377247173,-8.830794377
2002/10/30,167.7,15,2.30E-06,17.735469107551225,-11.73546911
2002/10/31,170.2,10,1.10E-06,18.560084995096165,101.43991500490384
2002/11/1,162.2,14,7.00E-07,18.427394573389726,-11.32739457
2002/11/2,164.6,14,6.30E-07,18.659333115396915,-14.15933312
2002/11/3,169.2,19,6.40E-07,19.759071592023247,-6.759071592
2002/11/4,177.4,16,8.30E-07,20.2634521085319,-14.86345211
2002/11/5,183.1,19,7.30E-07,20.02236024844691,-10.52236025
2002/11/6,184.5,21,6.70E-07,19.604805491990557,-12.30480549
2002/11/7,189.8,19,7.20E-07,17.78241255312167,-14.98241255
2002/11/8,189,20,8.40E-07,13.575809087937035,-6.175809088
2002/11/9,190.6,16,1.20E-06,14.2822817914349,31.717718208565103
2002/11/10,191.4,16,1.20E-06,13.062765609676172,10.937234390323828
2002/11/11,184.7,15,1.40E-06,21.691042824452115,7.308957175547885
2002/11/12,178.2,13,8.30E-07,23.46194834913336,5.538051650866642
2002/11/13,182.4,13,1.10E-06,24.179797319385067,-14.17979732
2002/11/14,184.1,16,1.10E-06,24.71905851585449,-14.71905852
2002/11/15,197.5,26,1.20E-06,24.365576985942763,-0.365576986
2002/11/16,199.2,17,1.00E-06,23.395946387708058,-14.79594639
2002/11/17,184.7,9,1.00E-06,21.399901928734565,-1.399901929
2002/11/18,178.9,11,8.50E-07,18.281039555409993,55.71896044459001
2002/11/19,168.2,10,8.60E-07,15.148479895390428,-10.2484799
2002/11/20,159.1,12,7.10E-07,14.846878064726816,-0.846878065
2002/11/21,150.9,11,6.30E-07,12.971918927753977,-6.371918928
2002/11/22,149.1,9,6.40E-07,11.438411245504897,-7.538411246
2002/11/23,147.5,9,5.90E-07,10.458581235697787,-5.858581236
2002/11/24,146.2,10,4.10E-07,7.34400130761676,-0.944001308
2002/11/25,136.8,7,4.30E-07,5.950539391958069,-4.250539392
2002/11/26,142.3,7,5.10E-07,5.3581562602156785,-1.75815626
2002/11/27,142.6,11,8.30E-07,3.5565871199737957,3.1434128800262044
2002/11/28,139.7,8,7.60E-07,2.434161490683193,5.965838509316807
2002/11/29,141.3,7,4.90E-07,6.229650212487648,-3.329650212
2002/11/30,146.2,9,4.40E-07,5.6769859431185825,-4.576985943
2002/12/1,149.6,5,5.00E-07,6.280581889506283,-0.78058189
2002/12/2,146.1,11,3.60E-07,6.467669172932236,3.0323308270677636
2002/12/3,145.9,10,4.10E-07,6.527786858450378,1.7722131415496225
2002/12/4,148.7,10,4.20E-07,6.863746322327457,18.136253677672542
2002/12/5,148.7,11,3.80E-07,7.119385420071815,-6.01938542
2002/12/6,148.2,10,3.80E-07,5.8844066688459415,-3.784406669
2002/12/7,151.1,10,4.00E-07,5.743216737495828,-3.643216737
2002/12/8,154.4,17,5.00E-07,5.569532526969516,-3.069532527
2002/12/9,156.3,13,7.70E-07,5.840993788819789,-1.740993789
2002/12/10,161.4,13,1.00E-06,3.884275907159145,7.115724092840855
2002/12/11,152.3,13,9.10E-07,6.874959136972766,0.22504086302723358
2002/12/12,153.1,9,9.40E-07,9.221150702843932,-0.921150703
2002/12/13,166.9,10,9.70E-07,11.99973847662617,-3.999738477
2002/12/14,185.9,14,1.10E-06,14.136057535141994,-10.23605754
2002/12/15,203,12,1.10E-06,17.448479895390392,-11.5484799
2002/12/16,202.9,21,1.40E-06,18.984995096436464,6.015004903563536
2002/12/17,212.5,25,1.30E-06,19.97745995423312,-3.977459954
2002/12/18,196.9,23,1.10E-06,20.220006538084046,3.7799934619159536
2002/12/19,192.9,24,9.20E-07,19.841601830663322,7.158398169336678
2002/12/20,196.6,22,1.00E-06,18.97243870545902,49.02756129454098
2002/12/21,183.9,22,6.90E-07,18.07138934292226,-13.47138934
2002/12/22,172,20,8.60E-07,16.48829682902885,-5.488296829
2002/12/23,158.9,17,7.40E-07,14.476397515527736,-10.67639752
2002/12/24,147.3,14,7.10E-07,11.890454396861543,-6.090454397
2002/12/25,131.9,6,7.40E-07,8.833344230140437,-4.03334423
2002/12/26,127.4,5,4.20E-07,5.250604772801491,-3.350604773
2002/12/27,116.5,5,2.70E-07,3.26806145799276,-2.618061458
2002/12/28,116.9,5,2.60E-07,-1.76044459,3.1604445897351825
2002/12/29,114.8,4,1.90E-07,-2.165936581,3.1559365805818578
2002/12/30,113.8,3,1.50E-07,-2.140830337,2.4108303367113124
2002/12/31,115.1,3,1.80E-07,2.636155606407284,-1.976155606
2003/1/1,115,3,1.70E-07,3.733703824779285,-3.403703825
2003/1/2,118.3,5,1.80E-07,5.105295848316368,-3.605295848
2003/1/3,137.6,7,3.30E-07,6.145472376593568,-1.445472377
2003/1/4,143,13,4.40E-07,7.1414514547236605,-5.241451455
2003/1/5,148.1,12,4.60E-07,8.378424321673627,-2.578424322
2003/1/6,162.1,14,7.40E-07,8.964040536122784,-6.064040536
2003/1/7,163.2,12,9.30E-07,9.541222621771679,39.45877737822832
2003/1/8,173.7,14,9.40E-07,9.890575351421887,-3.690575351
2003/1/9,182.9,15,1.10E-06,9.90155279503091,0.09844720496909076
2003/1/10,184.7,16,7.60E-07,9.320764955867794,-6.320764956
2003/1/11,188.8,12,8.70E-07,7.721667211506915,-4.721667212
2003/1/12,173.4,11,7.10E-07,6.71034978751216,-0.610349788
2003/1/13,171.8,10,7.10E-07,5.01438705459293,-0.814387055
2003/1/14,164,10,6.20E-07,4.288610657077413,2.111389342922587
2003/1/15,149.9,11,4.60E-07,4.329555410264729,-3.12955541
2003/1/16,144.6,10,4.10E-07,4.420778032036548,0.8792219679634519
2003/1/17,141.7,10,3.60E-07,3.941847008826355,-2.841847009
2003/1/18,137.4,10,3.50E-07,7.153141549525883,-6.47314155
2003/1/19,130.2,11,3.50E-07,7.955282772147644,-7.345282772
2003/1/20,138,14,4.20E-07,8.94161817587434,-4.641618176
2003/1/21,133.6,12,5.40E-07,9.157178816606601,9.842821183393399
2003/1/22,129.5,9,3.40E-07,8.59693036940164,3.4030696305983597
2003/1/23,135.9,10,4.20E-07,8.90964694344544,16.090353056554562
2003/1/24,129.8,13,4.40E-07,9.03194181104923,9.96805818895077
2003/1/25,128.9,8,3.20E-07,9.083036940176395,-4.68303694
2003/1/26,125,11,2.60E-07,8.507064400130636,-5.9070644
2003/1/27,121.3,11,2.00E-07,7.4676724419743925,-5.067672442
2003/1/28,125.6,9,2.00E-07,6.833935926773355,-3.633935927
2003/1/29,124.4,10,2.50E-07,5.788228179143426,-4.688228179
2003/1/30,121.2,7,1.90E-07,4.407162471395817,-3.857162471
2003/1/31,120.4,7,2.80E-07,2.9704674730303586,-0.770467473
2003/2/1,125.8,5,4.50E-07,2.5702876757109787,9.42971232428902
2003/2/2,126.7,4,4.20E-07,1.549382151029725,1.2506178489702748
2003/2/3,132.5,3,3.90E-07,2.423573063092478,-1.423573063
2003/2/4,134.8,7,3.90E-07,2.8650408630270907,-1.265040863
2003/2/5,140.1,8,4.00E-07,3.2182445243543167,-1.018244524
2003/2/6,149.5,7,5.90E-07,3.633200392285007,8.366799607714993
2003/2/7,147.3,14,3.80E-07,3.8887577639750983,-2.888757764
2003/2/8,139.2,10,3.10E-07,4.16645308924479,-2.766453089
2003/2/9,141.4,11,3.20E-07,4.110503432494219,-3.170503432
2003/2/10,136.2,10,3.10E-07,3.8659627329191983,-2.665962733
2003/2/11,134.9,9,3.10E-07,3.454324942791711,-1.154324943
2003/2/12,131.6,8,2.90E-07,3.8114351095128565,4.888564890487142
2003/2/13,130.6,8,2.70E-07,4.0392219674043215,-1.839221967
2003/2/14,131.4,8,4.10E-07,3.9139195813140977,8.086080418685903
2003/2/15,123.6,7,4.70E-07,3.705416802906124,0.7945831970938761
2003/2/16,118.5,3,2.80E-07,3.4124027462699726,-2.012402746
2003/2/17,112.1,1,2.30E-07,3.741023210686444,-1.841023211
2003/2/18,109.9,3,1.40E-07,3.510506702203283,-2.530506702
2003/2/19,116.3,6,1.90E-07,3.0261163787152214,-1.226116379
2003/2/20,118.3,6,2.80E-07,2.7310820538868508,-1.031082054
2003/2/21,119.6,7,4.50E-07,2.269051978780614,2.030948021219386
2003/2/22,106.6,6,2.20E-07,1.9167734564367156,3.8832265435632842
2003/2/23,104,5,1.00E-07,2.0221085332755506,-2.022108523
2003/2/24,102,5,8.00E-08,1.7046551171101414,-0.604655117
2003/2/25,101.6,3,9.40E-08,2.19050016446221,-1.380500164
2003/2/26,109.4,3,2.20E-07,2.2134488404184043,-1.43344884
2003/2/27,117.6,6,4.10E-07,1.9675187978064437,1.4324812021935562
2003/2/28,124.9,6,4.50E-07,1.9858254338149433,-0.285825434
2003/3/1,138.1,5,5.10E-07,1.9138345869532245,3.1861654130467754
2003/3/2,147.3,5,5.30E-07,1.8692971562078835,-0.569297156
2003/3/3,149.1,11,3.70E-07,1.742294867633188,0.6577051323668119
2003/3/4,146,12,3.70E-07,1.7878653152140958,-1.117865315
2003/3/5,148.5,11,3.40E-07,1.6803465179110573,-0.700346518
2003/3/6,150.3,11,4.10E-07,1.701431840470717,-0.91143184
2003/3/7,149.9,14,3.80E-07,-6.439823472,7.389823471722693
2003/3/8,148.3,15,3.70E-07,-10.054678,12.654677999346049
2003/3/9,152.7,16,3.80E-07,-3.300565544,7.700565544295473
2003/3/10,143.7,17,3.30E-07,4.976502124877339,-3.476502125
2003/3/11,141.5,9,2.90E-07,13.19168682575986,-11.99168683
2003/3/12,138,7,2.60E-07,20.52753187316086,-19.68753187
2003/3/13,134.2,8,2.60E-07,26.527744360901867,-25.22774436
2003/3/14,138.9,12,2.50E-07,31.460353056553963,-29.66035306
2003/3/15,130.7,12,2.50E-07,35.17903890160132,-26.7790389
2003/3/16,128.6,16,3.50E-07,37.637237659365255,-34.63723766
2003/3/17,164.1,14,3.00E-07,38.83461915658655,111.16538084341346
2003/3/18,118.4,14,4.20E-07,39.06877410918544,110.93122589081456
2003/3/19,108.2,10,3.60E-07,37.81668192219624,-0.816681922
2003/3/20,97.4,6,2.10E-07,36.053213468453215,-21.05321347
2003/3/21,91,6,1.60E-07,33.10429225236957,-31.30429225
2003/3/22,89,3,1.40E-07,28.913625367766816,-26.61362537
2003/3/23,93,3,1.30E-07,23.43434782608661,-21.53434783
2003/3/24,97.8,4,1.60E-07,16.674246485779424,-14.67424649
2003/3/25,108.8,6,1.70E-07,8.198617195161699,-7.288617195
2003/3/26,127.2,9,3.30E-07,0.32298790454396564,1.8770120954560345
2003/3/27,141.1,17,4.20E-07,-8.839728669,12.43972866949971
2003/3/28,146.9,14,3.40E-07,-5.639745015,6.4597450147106095
2003/3/29,155.1,8,4.30E-07,1.991958156260186,6.208041843739814
2003/3/30,154.5,14,3.80E-07,2.828146453089203,0.7718535469107972
2003/3/31,160.1,15,3.80E-07,4.782729650212417,-2.98272965
2003/4/1,153,12,4.00E-07,5.378561621444838,-3.078561621
2003/4/2,157.5,12,5.10E-07,6.34605426609994,-2.746054266
2003/4/3,155.7,11,6.40E-07,6.937227852239191,-0.437227852
2003/4/4,165.5,15,8.40E-07,7.43359921542977,11.56640078457023
2003/4/5,137.4,13,5.00E-07,7.626708074534049,-0.726708075
2003/4/6,125.9,8,3.30E-07,7.648721804511165,-1.748721805
2003/4/7,115.6,6,2.60E-07,7.3053743053284315,-4.705374305
2003/4/8,112.3,7,2.00E-07,6.2740634194180185,-5.504063419
2003/4/9,109.4,9,2.10E-07,6.521310885910332,18.47868911408967
2003/4/10,103.7,4,1.40E-07,6.089323308270588,-5.359323308
2003/4/11,102.6,3,1.30E-07,4.0965315462568865,3.303468453743114
2003/4/12,102.1,3,1.20E-07,4.07395881006859,-3.18395881
2003/4/13,102.4,4,1.20E-07,1.3126479241582023,1.3873520758417979
2003/4/14,102,4,1.20E-07,1.0934423014056711,0.006557698594328976
2003/4/15,100.5,4,1.10E-07,3.845272965021192,-3.405272965
2003/4/16,98.5,2,1.20E-07,2.663563255965962,-2.453563256
2003/4/17,101,3,1.60E-07,6.124024190911974,-1.724024191
2003/4/18,107.8,4,2.10E-07,9.870918600849807,1.1290813991501931
2003/4/19,112.1,5,2.10E-07,12.411935272964838,-11.84193527
2003/4/20,118.5,9,2.30E-07,17.151000326903965,-12.75100033
2003/4/21,125.8,14,3.00E-07,19.493981693363555,8.506018306636445
2003/4/22,132.4,14,4.70E-07,21.500666884602495,-17.50066688
2003/4/23,132.8,14,4.90E-07,23.03446551160476,27.96553448839524
2003/4/24,128.3,15,4.10E-07,24.0083458646613,8.991654135338699
2003/4/25,143.6,18,6.30E-07,24.08732592350406,-12.08732592
2003/4/26,143.7,25,5.30E-07,23.109568486433133,46.89043151356687
2003/4/27,154.1,28,7.10E-07,21.396675384112143,-4.396675384
2003/4/28,152.2,25,5.70E-07,19.540235371035998,-15.14023537
2003/4/29,155.1,18,5.80E-07,17.499715593330897,-6.499715593
2003/4/30,153.5,14,4.30E-07,14.323559986923621,-13.22355999
2003/5/1,148.7,15,5.20E-07,10.625531219352574,-5.325531219
2003/5/2,156.5,14,3.60E-07,8.308149722131292,1.6918502778687081
2003/5/3,147.7,9,5.40E-07,4.012360248447145,-1.312360248
2003/5/4,142,14,5.80E-07,3.323510951291223,-1.523510951
2003/5/5,128.8,13,5.10E-07,2.1278522392938557,-0.127852239
2003/5/6,122,13,5.40E-07,-0.290977444,5.990977444168025
2003/5/7,110.2,13,6.00E-07,2.44225236980709,3.45774763019291
2003/5/8,100.9,3,5.30E-07,2.527401111503722,-0.227401112
2003/5/9,97.1,2,2.70E-07,1.9018077805949376,1.8981922194050622
2003/5/10,92.7,2,1.20E-07,1.8472965026119375,-1.617296503
2003/5/11,91.5,4,8.20E-08,1.1857567839293712,-1.065756784
2003/5/12,93.9,5,7.40E-08,0.6243478269009386,-0.204347827
2003/5/13,96.1,4,9.70E-08,0.9222719852369918,-0.652271985
2003/5/14,96.3,5,1.00E-07,0.8090454406962941,-0.619045441
2003/5/15,99.2,7,1.30E-07,0.49093494711996666,0.0790650528800334
2003/5/16,102.6,6,1.50E-07,-0.655420071,0.6554200808434033
2003/5/17,102.4,5,1.60E-07,-7.124298789,7.4742987893951245
2003/5/18,109,8,1.70E-07,-22.3529356,23.332935598858782
2003/5/19,114.7,4,2.00E-07,-13.66686172,14.606861718587572
2003/5/20,117.1,7,2.40E-07,3.458931024024143,-2.058931024
2003/5/21,119.3,7,2.60E-07,13.833654789813458,-12.63365479
2003/5/22,118.4,7,2.70E-07,29.374867604278744,-24.4748676
2003/5/23,117.9,7,2.50E-07,40.091660673696694,-39.39166067
2003/5/24,116.8,7,2.70E-07,53.81554756459221,-53.10554756
2003/5/25,121.1,3,2.50E-07,64.99758090854431,-61.99758091
2003/5/26,125.1,4,3.50E-07,73.55523700499728,-54.555237
2003/5/27,128.8,13,4.30E-07,78.9962961752195,51.0037038247805
2003/5/28,130.2,13,5.90E-07,82.47795684864214,277.5220431513579
2003/5/29,137.8,12,3.00E-07,81.27178816606616,38.72821183393384
2003/5/30,117.2,10,3.30E-07,71.31876103301627,-62.71876103
2003/5/31,113.1,10,4.50E-07,66.07529911735764,26.924700882642355
2003/6/1,112.3,11,6.80E-07,59.79120300751792,-45.79120301
2003/6/2,121.4,4,1.10E-06,59.86248447204881,5.137515527951187
2003/6/3,114.5,6,3.80E-07,59.97894409937799,-57.0789441
2003/6/4,105.6,7,2.40E-07,57.38215102974743,-55.58215103
2003/6/5,113.6,8,3.60E-07,44.35926773455312,-42.25926773
2003/6/6,125.6,13,5.70E-07,38.50343249427861,-28.50343249
2003/6/7,133.2,13,6.20E-07,35.895390650538864,-33.29539065
2003/6/8,153.4,16,7.90E-07,59.687479567926545,-19.68747957
2003/6/9,158.3,19,1.80E-06,70.36242235999896,99.63757764000104
2003/6/10,176.5,20,2.10E-06,71.73187316119214,58.26812683880786
2003/6/11,192.9,16,3.30E-06,77.6212978100152,82.3787021899848
2003/6/12,163.5,13,1.80E-06,76.67067669221528,-3.670676692
2003/6/13,151,16,2.10E-06,77.86469761426495,-46.86469761
2003/6/14,133.5,5,1.20E-06,72.75997384847555,-57.75997385
2003/6/15,128.7,7,5.80E-07,64.89163452201277,65.10836547798723
2003/6/16,122.6,8,3.60E-07,54.49590062212735,-37.49590062
2003/6/17,121.9,7,2.80E-07,42.06665903996016,25.933340960039843
2003/6/18,120.4,12,3.20E-07,26.627544950404967,-26.62754494
2003/6/19,122.9,15,2.90E-07,12.019552142281611,-11.16955214
2003/6/20,116.9,15,3.00E-07,7.734050344259444,-6.534050344
2003/6/21,115,15,2.60E-07,4.11307943865309,-1.613079439
2003/6/22,110.2,14,1.70E-07,4.454154953412814,-3.254154953
2003/6/23,113.5,14,1.90E-07,3.6194540706243346,-3.179454071
2003/6/24,114.5,10,2.90E-07,0.36069303742725844,2.4393069625727413
2003/6/25,116.3,7,2.40E-07,-3.891104936,7.591104935979023
2003/6/26,118.9,8,3.70E-07,0.8857012095750108,1.5142987904249892
2003/6/27,123.9,9,3.80E-07,1.2521771818371819,2.647822818162818
2003/6/28,123.9,9,4.10E-07,6.144870872275163,-1.844870872
2003/6/29,127.3,7,3.70E-07,6.217133050016253,-2.31713305
2003/6/30,128.2,16,4.50E-07,5.722445243543557,2.2775547564564427
2003/7/1,131.1,16,3.80E-07,7.82388362209861,-5.523883622
2003/7/2,134.8,12,4.50E-07,9.006655769859298,20.9933442301407
2003/7/3,132.2,10,4.40E-07,10.665204315135508,-6.865204315
2003/7/4,140,8,5.10E-07,11.472343903236183,-4.372343903
2003/7/5,141.9,13,4.60E-07,12.55433148087592,-8.154331481
2003/7/6,129.6,14,3.70E-07,13.208237986269829,9.791762013730171
2003/7/7,133.3,16,3.20E-07,12.964563582870028,-10.66456358
2003/7/8,131.3,12,4.60E-07,12.875645635828514,-7.675645636
2003/7/9,126,15,6.70E-07,12.60362863680923,7.39637136319077
2003/7/10,122.8,9,5.90E-07,11.789571755475473,24.21042824452453
2003/7/11,122,11,5.60E-07,11.147270349787348,-8.24727035
2003/7/12,121.5,6,5.90E-07,9.63488067996063,4.365119320039369
2003/7/13,126.5,8,3.80E-07,10.304903563255813,-7.404903563
2003/7/14,127.2,11,3.20E-07,9.341582216410455,-0.641582216
2003/7/15,125.8,9,2.60E-07,8.334880679960648,-6.33488068
2003/7/16,133.1,13,2.80E-07,6.853020594965574,-3.953020595
2003/7/17,138.7,15,3.90E-07,6.696413860738705,3.103586139261296
2003/7/18,139.7,14,4.20E-07,5.017401111474264,0.3825988885257363
2003/7/19,146,14,5.40E-07,2.613935926773417,0.7860640732265831
2003/7/20,157.3,21,8.90E-07,1.0276005230467324,4.572399476953267
2003/7/21,155.6,20,6.60E-07,3.232340634194134,0.06765936580586596
2003/7/22,152.5,17,7.20E-07,3.167711670480503,2.0322883295194973
2003/7/23,144.1,13,5.30E-07,3.5968715266426408,0.30312847335735915
2003/7/24,125.2,13,5.10E-07,4.150124223602424,-2.550124224
2003/7/25,111.6,8,4.00E-07,5.14850604772794,-4.048506048
2003/7/26,102.6,4,2.80E-07,4.585397188623665,-3.875397189
2003/7/27,101.7,4,1.90E-07,5.246119646943368,-4.436119647
2003/7/28,103.4,7,2.20E-07,6.2040307289963135,-5.004030729
2003/7/29,99.9,10,1.60E-07,6.789663288656324,6.210336711343676
2003/7/30,98.7,7,1.60E-07,7.169937888198652,17.830062111801347
2003/7/31,102.1,4,1.80E-07,7.404524354364062,-5.504524354
2003/8/1,107.3,5,2.90E-07,7.538241255312083,-1.938241255
2003/8/2,111.4,6,3.30E-07,7.613788819875665,5.386211180124335
2003/8/3,120,10,2.60E-07,7.398914677999238,-4.798914678
2003/8/4,122.5,11,2.60E-07,6.6252958483163455,-6.075295848
2003/8/5,130.6,11,3.60E-07,5.970572082379775,11.029427917620225
2003/8/6,128.7,15,2.70E-07,5.177358613926044,-4.177358614
2003/8/7,137,10,3.60E-07,4.216296175220599,-2.116296175
2003/8/8,132.9,9,3.40E-07,3.0057698594311417,-0.705769859
2003/8/9,130,8,3.30E-07,1.236629617522047,-0.246629618
2003/8/10,131.1,11,3.20E-07,3.015053938636765,0.4849460613632348
2003/8/11,129.2,11,3.20E-07,2.9577476296959357,-1.99774763
2003/8/12,123.3,11,2.70E-07,3.2898496240895234,-1.689849624
2003/8/13,130.8,12,6.00E-07,4.281255312468064,-1.281255312
2003/8/14,129.7,12,1.00E-06,4.482513893916246,3.2174861060837543
2003/8/15,131.4,11,6.80E-07,4.206459627996015,0.0935403720039849
2003/8/16,126.9,12,4.00E-07,5.202569467960042,-2.102569468
2003/8/17,119.3,9,3.70E-07,5.389362537705054,-3.289362538
2003/8/18,115.9,8,3.30E-07,5.541896045469026,-3.141896045
2003/8/19,116.7,8,3.30E-07,5.596260216815869,21.40373978318413
2003/8/20,111.8,4,2.80E-07,5.368878719610905,-5.36887871
2003/8/21,119.2,5,3.50E-07,5.199787513318002,-0.299787513
2003/8/22,120.9,9,3.70E-07,4.7674239957795965,-2.867423996
2003/8/23,120.2,6,2.30E-07,4.2159365809512295,-3.525936581
2003/8/24,116.4,6,2.40E-07,3.55826413917288,-2.358264139
2003/8/25,116.5,8,2.50E-07,3.1888950644425815,0.41110493555741856
2003/8/26,120.8,7,3.10E-07,2.6224354371787784,1.9775645628212213
2003/8/27,125.7,7,3.80E-07,1.955684865096408,-0.055684865
2003/8/28,118.7,9,3.40E-07,0.8839457345962604,0.5160542654037396
2003/8/29,116.3,10,2.80E-07,0.18291598562274963,0.8170840143772504
2003/8/30,114,9,2.80E-07,1.560987250856466,-0.160987251
2003/8/31,109.7,7,2.40E-07,1.3202713315396992,-0.020271332
2003/9/1,108.1,4,2.20E-07,1.3991696646224048,-0.989169665
2003/9/2,105.7,6,2.10E-07,1.3349362552402548,-1.334936245
2003/9/3,110.5,4,3.00E-07,1.0810591713893267,-0.261059171
2003/9/4,112.2,5,3.20E-07,0.7459823489963928,0.6540176510036071
2003/9/5,108,3,3.10E-07,0.7896240620071803,0.4103759379928197
2003/9/6,104.9,4,2.10E-07,0.4704020940111077,0.3195979059888923
2003/9/7,107.8,4,2.20E-07,0.965171626439999,4.334828373560001
2003/9/8,98.8,4,2.30E-07,1.3937757452696755,-1.393775735
2003/9/9,95.9,2,1.60E-07,1.86095456164757,-1.430954562
2003/9/10,99.3,5,1.70E-07,2.1941026489636815,-1.544102649
2003/9/11,96.7,2,1.80E-07,2.6357175554363788,-1.435717555
2003/9/12,94.4,2,1.50E-07,3.015805819150005,-2.175805819
2003/9/13,96.1,10,1.90E-07,3.150098071931957,-0.950098072
2003/9/14,94.7,3,1.40E-07,3.0822066039522262,1.3177933960477741
2003/9/15,97.3,5,3.10E-07,3.341768552088869,-0.441768552
2003/9/16,99.3,6,4.00E-07,3.4242464858090376,9.575753514190962
2003/9/17,105.9,5,3.00E-07,3.4644033995553594,-1.0644034
2003/9/18,109.2,5,2.70E-07,3.4927296496534304,-0.59272965
2003/9/19,111.1,5,4.10E-07,3.3485158548544787,-1.748515855
2003/9/20,111.9,5,5.40E-07,3.23963386727684,0.36036613272316
2003/9/21,119.9,4,4.20E-07,2.6220464203987848,-0.82204642
